x0,x1,x2,y,x3,x4,x5,x6,x7,x8
A3,A101,A1,309,2,0,,1,,
A2,A61,A1,160,4,4,2.45,1,21.0,429.0
A0,A60,A1,125,1,68,3.65,2,142.0,429.85714285714283
A1,A81,A0,150,1,4,2.26,3,,431.42857142857144
A0,A100,A0,120,1,3,1.76,5,,431.7142857142857
A0,A51,A1,60,2,2,0.85,2,224.0,423.2857142857143
A2,A17,A0,65,2,18,2.34,2,188.0,424.2857142857143
A0,A0,A1,150,4,13,0.3,2,,405.2857142857143
A2,A19,A1,129,2,13,1.63,2,,425.7142857142857
A2,A17,A0,55,2,0,,1,0.0,
A0,A1,A1,75,2,11,1.73,1,0.0,429.85714285714283
A2,A19,A0,50,3,1,1.0,1,14.0,429.57142857142856
A2,A35,A0,105,2,0,,4,56.0,
A0,A1,A0,55,2,1,0.27,1,0.0,416.14285714285717
A2,A61,A0,200,1,1,1.0,1,203.0,431.0
A0,A1,A0,45,2,5,4.29,3,257.0,430.2857142857143
A0,A15,A2,115,3,1,1.0,2,66.0,431.14285714285717
A0,A15,A1,225,1,6,0.28,1,89.0,392.85714285714283
A0,A15,A0,70,5,0,,1,0.0,
A1,A93,A0,95,1,2,0.15,5,,378.85714285714283
A0,A1,A1,148,1,63,5.61,1,,431.85714285714283
A0,A15,A1,149,2,9,0.29,1,,323.0
A2,A70,A0,160,21,0,,1,0.0,
A2,A4,A0,100,2,151,3.46,1,0.0,429.0
A0,A145,A1,145,2,207,4.26,1,287.0,431.14285714285717
A2,A40,A1,200,30,5,0.11,39,331.0,406.85714285714283
A2,A17,A1,200,2,0,,1,0.0,
A0,A15,A1,193,3,164,2.39,2,256.0,430.85714285714283
A0,A59,A0,35,3,12,0.31,1,176.0,431.14285714285717
A0,A59,,40,15,2,0.04,1,0.0,243.71428571428572
A2,A44,A1,400,1,0,,1,0.0,
A2,A28,A1,500,4,0,,1,,
A0,A1,A0,37,30,0,,5,214.0,
A2,A17,A0,60,1,219,5.95,3,280.0,429.85714285714283
A0,A15,A1,119,4,6,0.12,1,0.0,287.0
A0,A15,A0,75,1,2,0.05,2,0.0,274.0
A2,A13,A0,80,1,2,0.06,2,0.0,277.7142857142857
A0,A16,A0,79,1,89,1.39,3,310.0,421.2857142857143
A2,A26,A1,260,7,2,0.75,1,76.0,422.42857142857144
A1,A53,A1,85,2,36,2.65,1,130.0,417.85714285714283
A2,A21,A0,50,1,2,0.05,1,0.0,254.85714285714286
A2,A17,A0,97,1,47,5.71,3,75.0,431.57142857142856
A2,A44,A1,200,1,7,0.1,1,358.0,419.57142857142856
A2,A26,A1,125,3,1,0.16,1,0.0,405.42857142857144
A2,A14,A1,120,1,58,0.91,1,99.0,429.85714285714283
A2,A6,A1,4100,30,0,,3,,
A2,A21,A1,150,2,25,0.55,1,0.0,277.57142857142856
A2,A21,A1,100,5,1,0.02,1,0.0,201.57142857142858
A1,A47,A1,200,3,93,2.17,1,86.0,431.2857142857143
A0,A32,A1,95,3,154,2.0,1,,431.0
A3,A111,A0,45,22,10,0.36,2,186.0,419.7142857142857
A2,A38,A1,241,2,5,1.35,327,,428.2857142857143
A1,A5,A0,55,1,94,2.91,2,0.0,420.14285714285717
A0,A15,A1,250,1,95,5.04,1,79.0,429.42857142857144
A0,A16,A0,106,1,2,0.22,2,,395.42857142857144
A2,A26,A1,150,2,13,0.69,1,0.0,402.85714285714283
A2,A50,A0,91,1,49,1.86,3,,430.85714285714283
A2,A21,A0,125,1,84,0.78,4,310.0,429.85714285714283
A0,A16,A1,100,3,308,4.11,1,99.0,431.57142857142856
A2,A72,A1,150,30,1,0.04,23,365.0,321.57142857142856
A1,A56,A1,100,2,21,0.38,1,,419.0
A1,A56,A0,39,2,22,5.64,6,58.0,429.57142857142856
A0,A25,A2,33,31,0,,4,41.0,
A0,A85,A1,250,2,106,1.34,3,,430.42857142857144
A2,A6,A2,85,1,9,3.25,9,365.0,431.42857142857144
A2,A13,A1,400,2,0,,1,15.0,
A2,A21,A1,200,1,101,2.19,1,,430.0
A2,A110,A0,199,3,1,0.16,1,0.0,405.2857142857143
A2,A17,A1,200,1,10,0.28,1,0.0,391.14285714285717
A0,A29,A1,150,3,73,1.34,1,120.0,429.14285714285717
A2,A17,A1,100,4,65,2.3,1,,429.42857142857144
A0,A10,A1,150,2,214,2.08,2,,429.85714285714283
A0,A71,A1,240,2,22,0.29,1,280.0,395.7142857142857
A0,A0,A1,100,90,0,,1,365.0,
A0,A94,A1,99,1,88,2.22,2,364.0,430.2857142857143
A2,A35,A1,158,5,39,0.55,1,0.0,405.57142857142856
A2,A4,A1,300,5,44,0.62,1,87.0,431.2857142857143
A2,A17,A1,95,1,51,6.95,1,1.0,431.85714285714283
A2,A17,A0,103,1,2,0.06,1,0.0,297.7142857142857
A0,A15,A0,50,4,6,0.23,1,0.0,393.0
A0,A16,A0,110,1,2,0.04,1,0.0,244.57142857142858
A0,A12,A1,150,3,0,,2,0.0,
A0,A12,A0,45,30,5,0.14,4,0.0,309.14285714285717
A2,A6,A1,115,30,1,0.21,4,50.0,411.57142857142856
A4,A187,A0,22,1,21,1.77,3,261.0,431.42857142857144
A1,A5,A1,120,30,5,0.37,1,,414.7142857142857
A2,A14,A1,149,3,0,,1,0.0,
A2,A17,A0,39,2,3,0.07,2,0.0,277.42857142857144
A0,A25,A2,27,30,7,0.16,7,342.0,416.2857142857143
A2,A13,A1,200,3,16,0.48,1,0.0,423.14285714285717
A2,A13,A0,61,10,0,,1,0.0,
A0,A16,A0,50,2,27,0.35,1,2.0,428.2857142857143
A0,A16,A0,40,6,28,0.7,2,298.0,419.85714285714283
A2,A45,A0,90,5,0,,1,,
A0,A12,A0,36,14,18,0.34,1,0.0,421.7142857142857
A2,A13,A1,600,3,0,,2,0.0,
A1,A56,A0,37,2,32,1.96,5,,422.57142857142856
A0,A15,A0,76,2,34,0.7,1,39.0,391.85714285714283
A2,A14,A1,495,3,29,0.38,1,22.0,415.14285714285717
A0,A51,A0,35,30,0,,1,44.0,
A2,A4,A0,92,2,0,,1,0.0,
A2,A19,A1,65,3,14,0.45,1,0.0,430.7142857142857
A0,A16,A1,174,3,198,3.7,2,,427.85714285714283
A1,A5,A0,85,2,2,0.04,1,,230.14285714285714
A0,A15,A1,650,2,0,,1,,
A0,A15,A1,123,2,2,2.0,1,,430.85714285714283
A0,A29,A1,159,1,11,1.05,5,262.0,427.85714285714283
A0,A1,A1,160,4,2,2.0,2,34.0,429.42857142857144
A0,A1,A1,125,7,29,0.95,1,,425.2857142857143
A2,A26,A1,118,3,1,0.07,2,0.0,367.57142857142856
A2,A70,A1,389,4,4,2.26,1,65.0,431.0
A2,A7,A0,66,2,23,2.23,2,5.0,429.2857142857143
A0,A57,A1,175,5,16,0.46,1,,425.0
A1,A93,A1,86,2,23,2.06,1,20.0,427.14285714285717
A1,A3,A0,60,1,209,4.38,1,,428.14285714285717
A0,A16,A0,40,1,0,,1,0.0,
A0,A1,A1,110,3,0,,1,18.0,
A0,A15,A1,300,2,10,0.15,1,214.0,427.7142857142857
A0,A16,A0,50,2,8,3.38,2,292.0,426.42857142857144
A1,A2,A0,39,1,27,8.62,6,133.0,431.57142857142856
A1,A53,A0,32,30,0,,37,0.0,
A0,A59,A0,50,4,6,0.22,1,6.0,417.85714285714283
A2,A7,A1,120,5,83,1.11,2,242.0,428.0
A2,A67,A0,75,1,8,0.28,1,0.0,317.85714285714283
A0,A62,A1,90,2,108,3.52,1,,429.42857142857144
A1,A9,A0,129,1,10,1.02,8,275.0,428.42857142857144
A2,A4,A0,139,3,0,,1,,
A2,A35,A1,200,2,15,1.51,1,129.0,425.42857142857144
A1,A96,A0,50,1,20,4.2,5,38.0,432.0
A0,A16,A1,150,5,1,0.13,1,0.0,398.0
A0,A57,A1,150,3,4,3.64,1,1.0,430.85714285714283
A2,A7,A1,195,1,73,5.03,1,,429.85714285714283
A2,A40,A1,300,3,0,,1,93.0,
A2,A4,A0,99,12,12,2.11,4,21.0,429.42857142857144
A0,A65,A0,60,28,0,,1,263.0,
A2,A72,A1,200,4,7,0.52,1,166.0,413.2857142857143
A2,A26,A1,125,2,8,0.26,1,0.0,382.85714285714283
A0,A15,A1,250,3,3,0.14,2,,353.0
A2,A14,A1,225,2,17,1.54,2,0.0,431.0
A0,A25,A0,55,1,0,,1,,
A2,A72,A1,325,1,66,1.33,1,,431.14285714285717
A0,A1,A1,129,4,97,5.02,1,211.0,431.14285714285717
A1,A190,A1,135,2,27,0.72,2,0.0,429.57142857142856
A2,A4,A0,85,1,51,1.6,12,355.0,429.85714285714283
A0,A1,A1,90,5,9,0.19,1,,428.14285714285717
A0,A0,A0,45,1,3,0.09,1,0.0,341.85714285714283
A0,A1,A0,55,5,4,0.72,10,360.0,425.85714285714283
A2,A17,A0,300,55,6,0.08,2,83.0,196.57142857142858
A2,A13,A1,330,2,119,2.78,1,258.0,429.2857142857143
A2,A77,A0,50,7,2,0.05,1,0.0,280.7142857142857
A2,A7,A1,189,3,29,0.98,1,63.0,430.57142857142856
A0,A16,A0,69,1,142,2.12,3,,429.0
A0,A12,A1,400,3,0,,1,358.0,
A1,A105,A1,85,2,97,1.43,1,230.0,431.0
A2,A13,A1,200,30,9,0.28,2,139.0,410.7142857142857
A0,A57,A0,80,2,14,1.86,1,189.0,420.7142857142857
A2,A19,A1,110,2,9,0.96,1,,431.85714285714283
A0,A15,A1,150,1,6,0.16,1,,299.85714285714283
A1,A9,A0,65,2,13,1.49,6,,431.57142857142856
A1,A78,A1,400,1,1,0.86,1,281.0,427.2857142857143
A0,A15,A1,350,3,4,0.09,1,0.0,268.85714285714283
A2,A6,A2,75,1,59,3.64,6,174.0,429.85714285714283
A3,A123,A1,58,3,59,2.89,1,,427.0
A0,A1,,30,2,18,2.57,4,192.0,431.85714285714283
A0,A1,A1,97,1,2,2.0,1,,430.2857142857143
A1,A53,A0,50,3,0,,1,0.0,
A0,A16,A0,45,1,24,6.61,1,167.0,430.0
A0,A1,A0,95,30,53,1.05,11,201.0,415.7142857142857
A1,A5,,120,1,0,,2,89.0,
A0,A12,A1,240,2,1,0.42,1,7.0,421.85714285714283
A2,A61,A1,190,6,61,1.27,1,,427.57142857142856
A0,A0,A0,65,3,10,0.93,1,12.0,425.85714285714283
A0,A15,A0,109,1,228,6.97,3,326.0,430.57142857142856
A2,A7,A1,155,3,116,2.36,2,247.0,430.7142857142857
A2,A13,A1,220,2,24,0.7,1,207.0,428.0
A2,A21,A0,89,2,14,0.55,1,0.0,360.0
A0,A15,A0,60,150,2,0.32,2,0.0,406.85714285714283
A0,A1,A2,110,3,28,0.36,1,34.0,419.42857142857144
A0,A15,A1,61,2,15,2.76,1,,429.42857142857144
A0,A16,A1,79,4,97,2.42,2,250.0,431.0
A2,A7,A0,75,1,0,,1,,
A0,A15,A0,70,1,4,0.09,1,,248.14285714285714
A0,A12,A1,180,2,41,5.44,2,76.0,431.7142857142857
A1,A46,A0,40,2,0,,2,84.0,
A1,A23,A0,40,1,0,,1,0.0,
A2,A38,A0,1700,120,0,,1,0.0,
A0,A29,A1,150,3,8,0.15,1,0.0,426.0
A0,A1,A0,50,2,19,0.76,1,,427.2857142857143
A0,A15,A1,260,7,56,1.08,1,132.0,426.57142857142856
A2,A45,A1,199,2,6,1.91,1,237.0,424.85714285714283
A0,A15,A0,85,6,12,0.3,1,0.0,346.57142857142856
A1,A81,A0,50,3,0,,1,74.0,
A2,A26,A1,160,5,13,0.22,1,0.0,286.14285714285717
A0,A59,A1,105,4,1,0.16,1,0.0,405.42857142857144
A2,A17,A0,50,3,8,0.15,1,0.0,283.57142857142856
A0,A0,A1,150,21,1,0.06,1,0.0,365.85714285714283
A2,A21,A1,300,2,1,0.02,1,,248.85714285714286
A2,A13,A2,85,1,33,0.56,1,0.0,248.0
A2,A13,A1,300,30,4,0.07,12,310.0,236.14285714285714
A0,A15,A0,75,1,1,0.02,1,,243.28571428571428
A0,A16,A0,85,3,2,0.1,2,0.0,351.85714285714283
A0,A16,A0,40,1,1,0.03,1,0.0,274.57142857142856
A2,A44,A1,239,29,0,,96,,
A2,A77,A1,80,12,1,0.05,1,,345.85714285714283
A2,A6,A1,250,3,57,2.97,1,,423.7142857142857
A0,A15,A0,77,3,5,0.08,1,0.0,394.85714285714283
A2,A17,A0,45,30,1,0.1,8,,387.57142857142856
A2,A41,A0,80,3,88,5.42,1,137.0,431.85714285714283
A0,A16,A1,155,2,20,0.26,1,0.0,431.0
A0,A16,A0,35,4,1,0.43,1,,422.14285714285717
A0,A85,A1,190,4,12,3.33,3,,431.42857142857144
A2,A6,A1,205,4,1,0.16,1,,405.42857142857144
A1,A119,A0,55,1,28,1.32,1,359.0,430.7142857142857
A0,A0,A1,64,20,70,0.73,1,3.0,409.42857142857144
A2,A7,A1,95,7,0,,1,0.0,
A2,A26,A1,200,2,5,0.11,1,0.0,268.85714285714283
A2,A21,A1,151,3,10,3.0,1,7.0,429.0
A0,A16,A1,185,2,169,4.77,1,26.0,430.85714285714283
A0,A15,A1,180,7,0,,1,0.0,
A2,A21,A1,100,4,5,0.3,1,0.0,377.2857142857143
A2,A17,A0,75,2,44,1.91,3,77.0,430.85714285714283
A3,A164,A0,65,2,0,,1,0.0,
A0,A15,A0,80,2,2,0.05,1,0.0,269.85714285714283
A2,A21,A1,240,4,0,,1,,
A0,A15,A1,175,5,10,0.23,1,32.0,428.42857142857144
A0,A12,A1,199,3,73,0.84,28,,430.85714285714283
A2,A45,A1,159,30,3,0.11,91,310.0,413.57142857142856
A2,A72,A1,515,2,31,6.84,1,163.0,431.57142857142856
A0,A48,A1,256,2,61,2.52,1,166.0,431.0
A0,A1,A1,65,30,2,0.21,6,,396.57142857142856
A0,A1,A0,200,2,0,,1,0.0,
A2,A6,A2,115,1,94,4.09,1,,430.42857142857144
A2,A7,A0,40,7,9,1.97,2,8.0,430.14285714285717
A0,A34,A1,350,6,0,,1,61.0,
A0,A0,A0,80,5,0,,1,0.0,
A2,A67,A0,70,2,2,0.11,1,0.0,413.0
A1,A79,A1,100,2,25,3.55,1,294.0,430.2857142857143
A3,A161,A0,45,6,0,,2,,
A2,A28,A1,400,7,0,,1,0.0,
A1,A3,A0,40,1,104,8.64,4,351.0,431.42857142857144
A2,A6,A1,700,4,2,2.0,1,,429.7142857142857
A2,A13,A0,90,1,3,0.08,1,0.0,275.0
A0,A16,A0,150,1,1,0.38,1,88.0,421.0
A2,A35,A1,120,1,11,0.27,1,0.0,326.42857142857144
A4,A55,A1,71,2,30,1.8,1,306.0,428.57142857142856
A0,A1,A0,160,2,0,,1,363.0,
A0,A12,A0,40,7,2,0.05,1,0.0,282.2857142857143
A0,A11,A0,75,3,34,0.49,8,341.0,418.7142857142857
A2,A17,A1,70,30,14,0.76,1,50.0,426.57142857142856
A0,A16,A0,149,2,8,0.65,1,83.0,430.85714285714283
A2,A13,A0,250,1,1,0.45,10,281.0,422.7142857142857
A0,A15,A0,65,4,0,,2,280.0,
A2,A26,A1,200,6,4,0.34,1,5.0,384.2857142857143
A0,A16,A0,45,1,3,0.21,2,0.0,382.85714285714283
A2,A50,A1,245,4,27,0.58,1,,372.57142857142856
A1,A23,A0,35,2,0,,1,0.0,
A0,A16,A0,46,2,18,0.42,1,0.0,421.7142857142857
A0,A57,A2,50,1,0,,1,347.0,
A0,A15,A1,85,2,0,,2,0.0,
A2,A14,A1,200,7,16,1.09,1,50.0,431.14285714285717
A2,A38,A0,264,2,2,0.83,327,348.0,428.7142857142857
A0,A62,A0,75,10,13,0.4,2,302.0,429.85714285714283
A2,A17,A1,85,1,0,,1,0.0,
A1,A9,A0,85,7,0,,1,179.0,
A2,A6,A1,180,2,2,0.32,1,0.0,412.42857142857144
A1,A27,A0,85,1,42,1.26,1,364.0,430.57142857142856
A2,A77,A0,125,6,3,0.22,1,34.0,404.57142857142856
A2,A28,A1,175,3,18,0.19,1,0.0,113.57142857142857
A0,A1,A0,80,1,0,,1,0.0,
A0,A0,A0,38,2,0,,1,179.0,
A0,A16,A0,35,15,1,0.03,1,0.0,263.57142857142856
A2,A26,A0,100,1,2,0.05,1,0.0,272.0
A2,A77,A0,70,3,16,0.7,1,0.0,400.14285714285717
A2,A4,A1,185,1,2,0.06,1,0.0,282.0
A2,A35,A1,250,5,8,0.43,1,,415.57142857142856
A2,A17,A0,43,5,1,0.15,1,0.0,403.42857142857144
A0,A16,A0,79,1,13,0.49,2,315.0,400.7142857142857
A0,A0,A1,99,3,39,1.72,9,91.0,431.85714285714283
A2,A13,A0,60,30,1,1.0,32,365.0,428.85714285714283
A2,A44,A1,699,3,5,0.48,49,204.0,422.0
A2,A72,A1,242,30,0,,232,237.0,
A2,A21,A1,379,7,45,0.91,1,,430.7142857142857
A2,A77,A1,125,3,3,0.19,1,0.0,380.14285714285717
A3,A112,A0,50,1,7,1.84,1,,429.85714285714283
A2,A14,A0,100,2,2,0.06,1,0.0,301.14285714285717
A2,A21,A1,250,4,34,0.52,2,239.0,295.0
A0,A59,A1,66,2,3,0.12,1,,398.14285714285717
A2,A7,A0,75,1,3,0.05,1,,235.85714285714286
A2,A26,A1,162,30,0,,8,327.0,
A2,A28,A1,147,3,13,0.96,1,0.0,431.42857142857144
A4,A97,A0,55,2,48,4.97,2,302.0,431.14285714285717
A2,A21,A0,71,3,76,2.59,1,25.0,429.57142857142856
A0,A1,A1,120,20,32,0.68,1,,420.85714285714283
A1,A9,A0,139,1,3,0.12,4,365.0,381.57142857142856
A2,A13,A1,119,2,12,1.13,1,,426.0
A0,A76,A0,50,1,6,0.46,7,,423.0
A0,A1,A1,120,5,4,0.12,1,0.0,347.7142857142857
A2,A19,,30,2,1,0.09,1,,383.0
A3,A43,A1,69,2,25,3.66,1,92.0,431.42857142857144
A2,A44,A0,110,1,4,0.05,1,0.0,232.14285714285714
A1,A5,A0,55,1,0,,1,13.0,
A0,A22,A1,120,3,3,0.08,1,0.0,375.0
A0,A59,A1,130,8,4,0.18,1,0.0,385.85714285714283
A0,A1,A2,30,2,14,1.92,4,224.0,425.0
A0,A85,A1,160,5,79,1.72,1,271.0,431.7142857142857
A0,A1,A0,49,1,136,3.05,3,200.0,431.85714285714283
A1,A23,A0,50,1,50,2.34,2,341.0,426.7142857142857
A1,A5,A1,150,7,1,0.05,1,0.0,337.14285714285717
A1,A9,A1,170,2,149,4.21,2,229.0,431.0
A0,A15,A1,120,3,8,0.13,1,0.0,339.0
A2,A13,A1,175,2,1,0.03,1,,289.0
A0,A0,A1,80,7,0,,1,,
A0,A18,,95,3,0,,1,,
A0,A76,A0,75,1,2,1.07,6,151.0,425.42857142857144
A0,A15,A0,250,1,0,,1,0.0,
A2,A26,A0,80,1,57,4.63,1,0.0,422.7142857142857
A0,A15,A0,45,7,0,,1,,
A0,A1,A0,107,2,1,1.0,1,90.0,430.85714285714283
A2,A7,A1,100,3,1,0.03,1,,267.85714285714283
A2,A17,A0,70,2,17,2.44,1,27.0,430.7142857142857
A0,A16,A0,35,3,1,0.05,1,0.0,353.0
A0,A36,A1,90,5,1,0.02,1,0.0,231.28571428571428
A0,A1,A0,37,3,13,0.92,2,,426.57142857142856
A0,A12,A0,67,1,2,0.07,1,,305.2857142857143
A0,A22,A1,150,4,1,0.08,1,20.0,381.2857142857143
A2,A44,A2,62,1,112,10.77,3,0.0,428.42857142857144
A2,A6,A1,150,3,7,1.98,1,0.0,428.42857142857144
A0,A15,A0,60,3,1,0.05,1,0.0,341.42857142857144
A0,A15,A1,220,30,0,,6,205.0,
A0,A62,A0,40,2,20,2.83,1,349.0,428.85714285714283
A3,A101,A0,50,2,15,0.17,1,,427.85714285714283
A1,A47,A0,55,1,64,3.21,9,285.0,428.7142857142857
A2,A6,A1,227,5,6,0.95,1,0.0,421.14285714285717
A0,A0,A0,32,1,8,0.48,1,0.0,365.42857142857144
A2,A17,A1,289,1,0,,2,301.0,
A2,A4,A1,232,29,2,0.29,96,311.0,420.14285714285717
A1,A5,A1,140,4,3,0.48,1,101.0,427.0
A2,A13,A1,90,5,0,,1,0.0,
A2,A4,A1,265,29,0,,96,331.0,
A0,A16,A1,150,3,203,3.42,1,308.0,429.7142857142857
A2,A13,A1,550,3,5,3.85,1,320.0,429.7142857142857
A0,A59,A0,80,3,4,0.22,1,331.0,405.14285714285717
A2,A44,A1,129,1,159,4.39,1,,428.2857142857143
A2,A13,A1,360,2,2,2.0,1,,429.85714285714283
A2,A127,A1,90,5,0,,1,0.0,
A2,A4,A1,347,30,0,,232,7.0,
A2,A26,A1,200,5,49,0.84,1,,400.85714285714283
A2,A44,A0,120,1,44,4.91,1,4.0,425.2857142857143
A0,A8,A1,190,2,8,0.87,1,,427.7142857142857
A1,A81,A0,50,1,7,0.38,4,155.0,423.57142857142856
A1,A103,A1,95,1,51,3.94,1,,425.0
A0,A62,A1,100,3,0,,1,0.0,
A0,A16,A1,119,3,12,0.51,4,50.0,421.7142857142857
A0,A18,A0,99,3,0,,1,0.0,
A2,A77,A1,99,30,9,0.14,1,0.0,196.57142857142858
A2,A14,A1,190,1,25,0.67,1,158.0,399.85714285714283
A2,A44,A0,250,1,0,,1,0.0,
A2,A17,A1,115,3,71,1.43,1,,418.85714285714283
A0,A29,A1,180,1,7,0.12,1,0.0,300.85714285714283
A0,A15,A1,219,30,3,0.09,3,36.0,320.85714285714283
A2,A38,A1,125,32,99,2.73,1,203.0,426.2857142857143
A0,A85,A1,225,4,0,,1,317.0,
A2,A44,A0,169,2,0,,1,0.0,
A1,A5,A1,79,3,2,0.11,1,,405.14285714285717
A3,A136,A1,40,2,17,2.7,1,107.0,430.57142857142856
A0,A15,A1,150,4,95,1.88,1,0.0,362.42857142857144
A2,A6,A0,166,1,1,0.43,10,345.0,422.2857142857143
A2,A110,A1,145,1,0,,1,30.0,
A2,A41,A0,100,1,0,,13,362.0,
A0,A18,A0,149,2,5,0.22,1,,375.0
A0,A0,A0,99,1,9,1.18,1,249.0,429.2857142857143
A2,A21,A0,150,2,4,1.05,1,0.0,422.85714285714283
A2,A6,A0,89,2,11,3.51,2,54.0,431.0
A0,A15,A0,70,3,8,0.17,2,0.0,405.14285714285717
A2,A13,A1,210,3,25,0.3,1,,428.0
A0,A16,A0,60,1,155,3.39,2,170.0,429.42857142857144
A2,A26,A0,140,4,2,2.0,2,,428.2857142857143
A1,A56,A0,35,30,2,0.56,37,32.0,430.85714285714283
A2,A61,A1,500,10,10,0.22,1,33.0,421.85714285714283
A2,A13,A1,96,3,2,0.1,1,0.0,348.57142857142856
A0,A16,A1,70,4,8,0.33,1,0.0,337.85714285714283
A0,A15,A0,90,1,2,0.06,1,,290.85714285714283
A0,A8,A0,250,5,0,,4,50.0,
A0,A16,A0,50,3,2,0.1,1,0.0,353.0
A0,A0,A1,245,2,1,1.0,3,326.0,431.0
A2,A28,A0,69,1,4,0.12,1,,376.2857142857143
A0,A1,A1,115,1,0,,1,0.0,
A3,A108,A1,150,2,5,0.57,1,0.0,398.0
A0,A18,A0,75,3,2,0.04,1,0.0,233.0
A0,A18,A1,160,3,24,0.33,1,365.0,424.7142857142857
A2,A17,A0,75,3,20,0.26,1,364.0,405.2857142857143
A2,A35,A0,150,3,6,0.18,1,0.0,291.85714285714283
A2,A6,A1,300,2,23,0.32,1,365.0,390.85714285714283
A0,A1,A0,60,1,13,0.46,1,,350.2857142857143
A0,A57,A1,150,2,99,1.77,1,246.0,430.7142857142857
A2,A28,A0,90,1,2,0.05,1,0.0,272.0
A1,A2,A0,55,1,51,0.82,4,333.0,425.85714285714283
A2,A17,A0,55,1,2,2.0,3,325.0,430.57142857142856
A2,A38,A1,244,2,1,0.7,327,258.0,426.0
A0,A15,A0,49,7,0,,1,37.0,
A0,A0,A0,45,2,109,3.3,1,131.0,429.14285714285717
A4,A68,A0,100,3,0,,1,90.0,
A0,A1,A1,550,3,4,0.22,2,97.0,388.0
A1,A2,A0,100,2,63,2.37,10,335.0,432.0
A2,A44,A1,260,30,1,0.46,96,,423.0
A0,A16,A0,90,1,1,0.02,1,,235.57142857142858
A2,A77,A0,100,2,12,0.17,1,252.0,417.85714285714283
A0,A1,A0,100,3,0,,1,0.0,
A2,A28,A1,395,2,0,,1,0.0,
A2,A21,A1,200,2,8,0.19,1,188.0,300.85714285714283
A0,A1,A1,99,5,1,0.02,1,0.0,232.14285714285714
A1,A81,A0,37,2,34,2.63,1,331.0,430.0
A0,A12,A0,160,2,5,0.12,2,0.0,365.7142857142857
A2,A26,A0,80,1,27,3.45,1,0.0,430.7142857142857
A0,A18,A1,140,3,123,1.8,3,244.0,427.57142857142856
A0,A12,A1,200,3,1,0.02,1,0.0,240.14285714285714
A3,A172,A1,200,1,26,4.06,3,,430.85714285714283
A0,A1,A1,91,5,3,0.12,1,0.0,337.57142857142856
A0,A1,A0,100,1,54,3.45,1,45.0,428.85714285714283
A0,A10,A1,100,10,11,0.67,1,0.0,417.85714285714283
A2,A26,A0,100,1,1,0.03,1,0.0,300.85714285714283
A0,A10,A0,85,7,0,,1,0.0,
A1,A47,A1,95,5,46,1.23,1,,430.0
A3,A137,A1,100,2,170,5.16,1,83.0,430.14285714285717
A2,A6,,300,1,61,6.31,1,154.0,430.42857142857144
A0,A48,A1,65,30,25,0.36,2,188.0,403.7142857142857
A0,A15,A0,65,1,10,0.44,1,73.0,425.0
A1,A47,A1,150,2,5,3.33,1,103.0,431.7142857142857
A0,A16,A1,135,3,42,3.04,1,92.0,430.0
A1,A2,A0,55,1,0,,7,79.0,
A0,A15,A0,50,7,0,,1,,
A2,A28,A1,250,2,4,0.55,1,0.0,402.85714285714283
A0,A0,A1,115,2,7,0.21,1,0.0,405.14285714285717
A0,A15,A1,195,6,6,0.4,2,14.0,414.85714285714283
A2,A4,A1,233,2,92,3.08,1,,430.42857142857144
A0,A114,A0,249,1,20,2.82,1,,430.2857142857143
A0,A8,A1,127,30,7,0.15,21,,406.14285714285717
A2,A19,A1,99,4,2,0.09,1,0.0,353.14285714285717
A2,A77,A0,46,1,2,0.05,1,0.0,278.57142857142856
A2,A4,A1,186,3,4,0.24,1,,365.85714285714283
A0,A1,A1,110,2,7,0.82,1,7.0,429.2857142857143
A0,A16,A1,95,222,1,0.16,2,,406.14285714285717
A1,A47,A0,95,3,25,2.44,2,245.0,430.0
A0,A76,A1,199,4,4,0.11,1,37.0,386.7142857142857
A0,A36,A0,80,1,1,0.05,1,0.0,337.2857142857143
A2,A7,A0,50,2,29,5.0,1,0.0,427.7142857142857
A2,A13,A2,55,2,0,,2,49.0,
A2,A40,A2,100,1,0,,1,0.0,
A1,A2,A0,60,1,6,0.87,2,365.0,424.85714285714283
A0,A57,A1,225,3,12,0.19,1,0.0,315.85714285714283
A2,A19,A0,60,10,0,,1,310.0,
A0,A12,A1,130,2,21,0.94,1,,373.57142857142856
A0,A15,A1,139,1,115,5.06,2,67.0,428.7142857142857
A0,A15,A0,45,2,14,0.2,2,36.0,148.71428571428572
A0,A36,A1,121,9,21,1.14,1,179.0,429.14285714285717
A0,A15,A1,599,2,1,1.0,1,346.0,431.57142857142856
A2,A21,A1,149,1,0,,1,0.0,
A0,A1,A1,217,30,1,0.09,1,189.0,382.85714285714283
A2,A35,A0,75,3,1,0.04,1,0.0,325.0
A2,A35,A1,249,1,6,0.12,1,0.0,248.28571428571428
A1,A47,A0,100,1,0,,1,0.0,
A0,A15,A0,98,1,33,3.24,2,,429.57142857142856
A1,A5,A1,150,7,12,0.42,1,,426.57142857142856
A2,A17,A1,325,3,14,8.24,1,126.0,431.57142857142856
A2,A21,A1,175,2,27,0.82,1,63.0,389.85714285714283
A2,A33,A1,80,2,4,0.13,1,0.0,388.14285714285717
A4,A88,A0,34,1,11,0.65,4,78.0,420.57142857142856
A2,A26,A0,120,1,14,4.88,1,147.0,431.42857142857144
